"Docente","Componente Curricular","Turma","Horário","Discentes","Média Geral","Desvio Padrão Geral"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","01B","35T56 (24/07/2017 - 29/10/2017), 46M56 (30/10/2017 - 16/12/2017)","34","9.66","1.49"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","03A","35T12 (24/07/2017 - 29/10/2017), 35T12 (30/10/2017 - 16/12/2017)","39","9.71","1.17"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","03B","35T12 (24/07/2017 - 29/10/2017), 35M56 (30/10/2017 - 16/12/2017)","36","9.57","1.43"
"DEUSDEDIT MONTEIRO MEDEIROS","ECT2415 - EQUAÇÕES DIFERENCIAIS","1","24M56 (24/07/2017 - 16/12/2017)","22","9.78","1.34"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01A","456T12 (24/07/2017 - 16/12/2017)","22","9.57","1.58"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01C","5M34 46T12 (24/07/2017 - 16/12/2017)","8","8.62","2.21"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01D","5M56 46T12 (24/07/2017 - 16/12/2017)","12","9.04","1.52"
"DIEGO RODRIGO CABRAL SILVA","ECT2521 - PROJETOS COM MICROCONTROLADORES E MINICOMPUTADORES","1","35T56 (24/07/2017 - 16/12/2017)","18","9.55","1.03"
"DOUGLAS DO NASCIMENTO SILVA","QUI0658 - INTRODUÇÃO ÀS OPERAÇÕES UNITÁRIAS PARA A INDÚSTRIA QUÍMICA","1","246T12","23","9.89","1.25"
"EDNA MARIA RANGEL DE SA","ECT1530 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS","1","46T56 (24/07/2017 - 16/12/2017)","17","9.79","0.92"
"EDNA MARIA RANGEL DE SA","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","5","4N34 (24/07/2017 - 16/12/2017)","22","9.42","1.33"
"EDNA MARIA RANGEL DE SA","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","6","4N12 (24/07/2017 - 16/12/2017)","94","9.71","1.43"
"EDUARDO JOSE SANDE E OLIVEIRA DOS SANTOS SOUZA","ECT1566 - GESTÃO DO CONHECIMENTO","1","4M3456 (24/07/2017 - 16/12/2017)","14","9.36","1.55"
"EDUARDO JOSE SANDE E OLIVEIRA DOS SANTOS SOUZA","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","2","3T12 (24/07/2017 - 16/12/2017)","83","9.09","1.77"
"EDUARDO JOSE SANDE E OLIVEIRA DOS SANTOS SOUZA","ECT2601 - PRÁTICAS DE STARTUP TECNOLÓGICA 1","02A","35M34 (24/07/2017 - 30/09/2017), 35M34 (01/10/2017 - 16/12/2017)","17","9.49","1.18"
"EFRAIN PANTALEON MATAMOROS","ECT1553 - EMPREENDEDORISMO, NEGÓCIOS E GESTÃO DE PROJETOS INOVADORES","1","5N1234 (24/07/2017 - 16/12/2017)","50","9.62","1.14"
"EFRAIN PANTALEON MATAMOROS","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","5","46N12 (24/07/2017 - 16/12/2017)","116","9.37","1.66"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01C","5M34 46T12 (24/07/2017 - 16/12/2017)","8","9.47","1.97"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01D","5M56 46T12 (24/07/2017 - 16/12/2017)","12","8.83","1.72"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02D","4M34 46T12 (24/07/2017 - 16/12/2017)","20","9.07","1.64"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05C","7M56 35N12 (24/07/2017 - 16/12/2017)","20","9.25","1.65"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03A","24M56 3T34 (24/07/2017 - 26/11/2017)","16","9.78","1.05"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03B","24M56 3T34 (24/07/2017 - 26/11/2017)","21","9.14","1.27"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03C","24M56 3T56 (24/07/2017 - 26/11/2017)","18","9.71","1.25"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03D","24M56 3T56 (24/07/2017 - 26/11/2017)","12","9.6","1.26"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","04A","7M12 35N34 (24/07/2017 - 26/11/2017)","15","9.41","1.28"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","04B","7M34 35N34 (24/07/2017 - 26/11/2017)","14","9.39","1.26"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","05A","7M12 35N12 (24/07/2017 - 26/11/2017)","25","9.68","1.25"
"EINSTEIN GOMES DOS SANTOS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","05B","7M34 35N12 (24/07/2017 - 26/11/2017)","27","9.6","1.26"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","03A","4M34 25T12 (24/07/2017 - 16/12/2017)","23","7.8","2.36"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","03B","5M12 25T12 (24/07/2017 - 16/12/2017)","19","8.14","2.35"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","03C","5M34 25T12 (24/07/2017 - 16/12/2017)","24","8.07","2.08"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","03D","6M12 25T12 (24/07/2017 - 16/12/2017)","25","7.98","2.37"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","03E","6M34 25T12 (24/07/2017 - 16/12/2017)","22","8.38","2.26"
"ELTON JOSE FIGUEIREDO DE CARVALHO","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","5","36N34 (24/07/2017 - 16/12/2017)","70","9.11","1.91"
"ELTON JOSE FIGUEIREDO DE CARVALHO","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","8","36T56 (24/07/2017 - 16/12/2017)","45","9.5","1.4"
"EMANUELE ORAZI","ECT2103 - CÁLCULO I","3","2356T34 (02/10/2017 - 16/12/2017)","110","8.68","2.58"
"EMANUELE ORAZI","ECT2415 - EQUAÇÕES DIFERENCIAIS","2","35N12 (24/07/2017 - 16/12/2017)","87","9.24","1.88"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03A","3M34 24T34 (24/07/2017 - 16/12/2017)","25","9.55","1.42"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03B","3M56 24T34 (24/07/2017 - 16/12/2017)","20","9.39","1.67"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03C","5M34 24T34 (24/07/2017 - 16/12/2017)","24","9.15","1.94"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03D","5M56 24T34 (24/07/2017 - 16/12/2017)","20","9.13","1.79"
"FABIANA TRISTAO DE SANTANA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","3","36T12 (24/07/2017 - 16/12/2017)","107","9.82","1.53"
"FABIANA TRISTAO DE SANTANA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","7","36T34 (24/07/2017 - 16/12/2017)","116","9.73","1.5"
"FABIO JOSE PINHEIRO SOUSA","ECT2416 - EXPRESSÃO GRÁFICA","04A","6N1234 (24/07/2017 - 29/10/2017), 6N1234 (30/10/2017 - 16/12/2017)","39","9.6","1.51"
"FABIO SPEROTTO BEMFICA","ECT2202 - ÁLGEBRA LINEAR","2","35M56 (24/07/2017 - 16/12/2017)","129","9.19","1.89"
"FABIO SPEROTTO BEMFICA","ECT2202 - ÁLGEBRA LINEAR","3","35M12 (24/07/2017 - 16/12/2017)","70","9.32","1.83"
"FELIPE MACEDO ZUMBA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","2","46M56 (24/07/2017 - 16/12/2017)","121","9.21","1.9"
"FELIPE MACEDO ZUMBA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","4","46N34 (24/07/2017 - 16/12/2017)","54","9.66","1.56"
"FELIPE MACEDO ZUMBA","ECT1564 - GESTÃO ESTRATÉGICA","1","35T56 (24/07/2017 - 16/12/2017)","34","9.73","1.54"
"FELIPE MACEDO ZUMBA","ECT1552 - INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS","1","35T34 (24/07/2017 - 16/12/2017)","27","9.63","1.15"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","05A","2T56 25N34 (24/07/2017 - 16/12/2017)","14","9.66","1.39"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","05B","5T56 25N34 (24/07/2017 - 16/12/2017)","9","10","1.38"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","05C","7M12 25N34 (24/07/2017 - 16/12/2017)","13","9.99","1.32"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","05D","7M12 25N34 (24/07/2017 - 16/12/2017)","10","9.9","1.69"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","05E","7M34 25N34 (24/07/2017 - 16/12/2017)","21","9.88","1.33"
"FLAVIO BEZERRA COSTA","ECT2414 - ELETRICIDADE APLICADA","04A","2T56 24N34 (24/07/2017 - 09/09/2017), 24N34 (10/09/2017 - 25/11/2017)","9","9.11","1.65"
"FLAVIO BEZERRA COSTA","ECT2414 - ELETRICIDADE APLICADA","04C","7T12 24N34 (24/07/2017 - 09/09/2017), 24N34 (10/09/2017 - 25/11/2017)","10","8.9","2.03"
"FRANCISCO EDSON DA SILVA","ECT2101 - PRÉ-CÁLCULO","1","2356T12 (24/07/2017 - 30/09/2017)","113","9.56","1.49"
"FRANCISCO EDSON DA SILVA","ECT2101 - PRÉ-CÁLCULO","8","246T56 (28/08/2017 - 02/12/2017)","30","9.52","1.6"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","03A","35N34 (24/07/2017 - 09/09/2017), 4T56 35N34 (10/09/2017 - 16/12/2017)","12","9.23","1.42"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","03C","35N34 (24/07/2017 - 09/09/2017), 6T34 35N34 (10/09/2017 - 16/12/2017)","6","9.68","1.84"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","03D","35N34 (24/07/2017 - 09/09/2017), 7M34 35N34 (10/09/2017 - 16/12/2017)","12","9.48","1.5"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","04A","35N12 (24/07/2017 - 09/09/2017), 6T56 35N12 (10/09/2017 - 16/12/2017)","19","9.4","1.51"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","04B","35N12 (24/07/2017 - 09/09/2017), 6T56 35N12 (10/09/2017 - 16/12/2017)","16","9.93","1.25"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","04C","35N12 (24/07/2017 - 09/09/2017), 6T34 35N12 (10/09/2017 - 16/12/2017)","15","9.39","1.32"
"FRANCISCO JOSE TARGINO VIDAL","ECT2401 - COMPUTAÇÃO NUMÉRICA","04D","35N12 (24/07/2017 - 09/09/2017), 7M34 35N12 (10/09/2017 - 16/12/2017)","15","9.32","1.71"
"GLAUCIO BEZERRA BRANDAO","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","4","2N12 (24/07/2017 - 16/12/2017)","118","9.09","1.72"
"GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","1","2M34 (24/07/2017 - 16/12/2017)","97","9.41","1.59"
"GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","5","2N34 (24/07/2017 - 16/12/2017)","68","9.4","1.63"
"GUSTAVO ZAMPIER DOS SANTOS LIMA","DBF0043 - BIOESTATÍSTICA PARA BIOMEDICINA","1","35M23","34","9.36","2.08"
"GUSTAVO ZAMPIER DOS SANTOS LIMA","ECT2101 - PRÉ-CÁLCULO","4","2356N12 (24/07/2017 - 30/09/2017)","85","9.5","1.6"
"HECTOR LENY CARRION SALAZAR","ECT2301 - CÁLCULO III","2","46T34 (24/07/2017 - 16/12/2017)","61","9.51","1.64"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03A","3M34 24T34 (24/07/2017 - 16/12/2017)","25","9.57","1.49"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03B","3M56 24T34 (24/07/2017 - 16/12/2017)","20","9.46","1.77"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03C","5M34 24T34 (24/07/2017 - 16/12/2017)","24","9.59","1.35"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03D","5M56 24T34 (24/07/2017 - 16/12/2017)","20","9.09","1.97"
"HERCULANA TORRES DOS SANTOS","ECT2605 - ARRANJOS PRODUTIVOS TECNOLÓGICOS","01A","35M12 (24/07/2017 - 16/12/2017)","13","9.66","0.97"
"HERCULANA TORRES DOS SANTOS","ECT2513 - GESTÃO EM TECNOLOGIAS DE RUPTURA","1","46M12 (24/07/2017 - 16/12/2017)","17","9.5","1.06"
"HERCULANA TORRES DOS SANTOS","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","1","3T12 (24/07/2017 - 16/12/2017)","103","9.22","1.54"
"HERCULANA TORRES DOS SANTOS","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","3","4T56 (24/07/2017 - 16/12/2017)","111","8.86","1.77"
"HERCULANA TORRES DOS SANTOS","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","5","2N12 (24/07/2017 - 16/12/2017)","102","9.5","1.55"
"HUDSON ALVES DOS SANTOS","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","1","2T12 (24/07/2017 - 16/12/2017)","83","8.96","1.7"
"HUDSON ALVES DOS SANTOS","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","2","2T34 (24/07/2017 - 16/12/2017)","68","9.03","1.7"
"HUDSON ALVES DOS SANTOS","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","5","2N12 (24/07/2017 - 16/12/2017)","47","9.07","1.85"
"HUDSON ALVES DOS SANTOS","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","6","2N34 (24/07/2017 - 16/12/2017)","45","9.39","1.58"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03A","24M56 3T34 (24/07/2017 - 26/11/2017)","16","7.24","3.11"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03B","24M56 3T34 (24/07/2017 - 26/11/2017)","21","5.19","3.01"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03C","24M56 3T56 (24/07/2017 - 26/11/2017)","18","8.27","2.28"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03D","24M56 3T56 (24/07/2017 - 26/11/2017)","12","6.5","2.27"
"IDALMIS MILIAN SARDINA MARTINS","ECT2540 - PROGRAMAÇÃO ORIENTADA A OBJETOS","01A","24T12 (24/07/2017 - 16/12/2017)","17","8.3","1.7"
"IVANDSON PRAEIRO DE SOUSA","ECT2307 - FÍSICA EXPERIMENTAL I","01A","2M123 (04/08/2017 - 04/11/2017)","25","9.75","0.91"
"IVANDSON PRAEIRO DE SOUSA","ECT2307 - FÍSICA EXPERIMENTAL I","09A","7M456 (04/08/2017 - 04/11/2017)","26","9.75","1.2"
"IVANDSON PRAEIRO DE SOUSA","ECT2403 - FÍSICA EXPERIMENTAL II","04A","3T456 (04/08/2017 - 04/11/2017)","25","9.74","1.24"
"IVANDSON PRAEIRO DE SOUSA","ECT2403 - FÍSICA EXPERIMENTAL II","05A","4T123 (04/08/2017 - 04/11/2017)","24","9.53","1.14"
"IVANDSON PRAEIRO DE SOUSA","ECT2403 - FÍSICA EXPERIMENTAL II","12A","7T123 (04/08/2017 - 04/11/2017)","24","9.76","1.31"
"IVANDSON PRAEIRO DE SOUSA","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","4","46N34 (24/07/2017 - 16/12/2017)","46","9.6","1.51"
"JACOPO VITI","ECT2202 - ÁLGEBRA LINEAR","4","46N34 (24/07/2017 - 16/12/2017)","77","9.2","2.09"
"JACOPO VITI","ECT2202 - ÁLGEBRA LINEAR","5","46N12 (24/07/2017 - 16/12/2017)","89","9.09","1.95"
"JAZIELLI CARVALHO SA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","1","46T56 (24/07/2017 - 16/12/2017)","56","9.02","1.74"
"JAZIELLI CARVALHO SA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","3","35T34 (24/07/2017 - 16/12/2017)","98","9.32","1.63"
"JAZIELLI CARVALHO SA","ECT1569 - TÓPICOS EM PRÁTICAS AMBIENTAIS","1","6M3456 (24/07/2017 - 16/12/2017)","22","9.71","1.19"
"JEFFERSON SOARES DA COSTA","ECT2301 - CÁLCULO III","4","46N12 (24/07/2017 - 16/12/2017)","85","9.26","1.87"
"JOAO RODRIGO SOUZA LEAO","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","2","35M34 (24/07/2017 - 16/12/2017)","80","9.34","1.53"
"JOAO RODRIGO SOUZA LEAO","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","3","35M56 (24/07/2017 - 16/12/2017)","86","9.37","1.68"
"JOAO VITAL DA CUNHA JUNIOR","ECT2103 - CÁLCULO I","4","2356N12 (02/10/2017 - 16/12/2017)","78","8.84","1.95"
"JOAO VITAL DA CUNHA JUNIOR","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","6","36N34 (24/07/2017 - 16/12/2017)","87","8.8","2.02"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","01A","35M12 (24/07/2017 - 09/09/2017), 35M12 3T12 (10/09/2017 - 16/12/2017)","21","8.79","1.77"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","01B","35M12 (24/07/2017 - 09/09/2017), 35M12 3T12 (10/09/2017 - 16/12/2017)","19","9.66","1"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","01C","35M12 (24/07/2017 - 09/09/2017), 35M12 4T34 (10/09/2017 - 16/12/2017)","18","9.37","1.6"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","01D","35M12 (24/07/2017 - 09/09/2017), 35M12 4T34 (10/09/2017 - 16/12/2017)","19","9.27","1.51"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","02A","35M34 (24/07/2017 - 09/09/2017), 35M34 5T12 (10/09/2017 - 16/12/2017)","34","9.52","1.38"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","02B","35M34 (24/07/2017 - 09/09/2017), 35M34 5T12 (10/09/2017 - 16/12/2017)","31","9.5","1.27"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","02C","35M34 (24/07/2017 - 09/09/2017), 35M34 5T34 (10/09/2017 - 16/12/2017)","35","9.45","1.45"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","02D","35M34 (24/07/2017 - 09/09/2017), 35M34 5T34 (10/09/2017 - 16/12/2017)","34","9.38","1.38"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02A","46M34 (24/07/2017 - 06/08/2017), 46M34 2T56 (07/08/2017 - 23/09/2017), 46M34 (24/09/2017 - 26/11/2017)","26","9.65","1.85"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02B","46M34 (24/07/2017 - 06/08/2017), 46M34 3T56 (07/08/2017 - 23/09/2017), 46M34 (24/09/2017 - 26/11/2017)","22","9.89","1.12"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02C","46M34 (24/07/2017 - 06/08/2017), 46M34 4T56 (07/08/2017 - 23/09/2017), 46M34 (24/09/2017 - 26/11/2017)","22","9.86","1.03"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03A","24T56 (24/07/2017 - 06/08/2017), 24T56 6T12 (07/08/2017 - 23/09/2017), 24T56 (24/09/2017 - 26/11/2017)","23","9.84","1.15"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03B","24T56 (24/07/2017 - 06/08/2017), 24T56 6T34 (07/08/2017 - 23/09/2017), 24T56 (24/09/2017 - 26/11/2017)","23","9.92","0.92"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03C","24T56 (24/07/2017 - 06/08/2017), 7M12 24T56 (07/08/2017 - 23/09/2017), 24T56 (24/09/2017 - 26/11/2017)","21","9.83","1.3"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03D","24T56 (24/07/2017 - 06/08/2017), 7M34 24T56 (07/08/2017 - 23/09/2017), 24T56 (24/09/2017 - 26/11/2017)","22","9.34","1.72"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","04A","24N12 (24/07/2017 - 06/08/2017), 7M56 24N12 (07/08/2017 - 23/09/2017), 24N12 (24/09/2017 - 26/11/2017)","23","9.79","1.44"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","04B","24N12 (24/07/2017 - 06/08/2017), 7T12 24N12 (07/08/2017 - 23/09/2017), 24N12 (24/09/2017 - 26/11/2017)","22","9.79","1.15"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","04C","24N12 (24/07/2017 - 06/08/2017), 7T34 24N12 (07/08/2017 - 23/09/2017), 24N12 (24/09/2017 - 26/11/2017)","16","9.8","1.18"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","2","4T12 (24/07/2017 - 16/12/2017)","121","9.34","1.63"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","4","4N12 (24/07/2017 - 16/12/2017)","98","9.49","1.63"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT1558 - ÉTICA EM CIÊNCIA E TECNOLOGIA","1","2T3456 (24/07/2017 - 16/12/2017)","35","9.45","1.49"
"JOSE HENRIQUE FERNANDEZ","CAC1002 - FÍSICA II: CONCEITOS E APLICAÇÕES DE ONDAS E ÓPTICA EM CIÊNCIAS ATMOSFÉRICAS","1","24T34","18","9.57","1.13"
"JOSE ROMERITO SILVA","ECT1530 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS","1","46T56 (24/07/2017 - 16/12/2017)","17","9.81","0.91"
"JOSE ROMERITO SILVA","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","3","2M56 (24/07/2017 - 16/12/2017)","89","9.04","1.81"
"JOSINALDO MENEZES DA SILVA","ECT2101 - PRÉ-CÁLCULO","2","2356T12 (24/07/2017 - 30/09/2017)","131","9.71","1.42"
"JOSINALDO MENEZES DA SILVA","ECT2101 - PRÉ-CÁLCULO","3","2356T34 (24/07/2017 - 30/09/2017)","117","9.73","1.33"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01A","2M34 24T56 (24/07/2017 - 09/09/2017), 24T56 (10/09/2017 - 25/11/2017)","25","9.64","1.35"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01B","2M56 24T56 (24/07/2017 - 09/09/2017), 24T56 (10/09/2017 - 25/11/2017)","24","9.79","1.54"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01C","4M34 24T56 (24/07/2017 - 09/09/2017), 24T56 (10/09/2017 - 25/11/2017)","23","9.8","1.29"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01D","4M56 24T56 (24/07/2017 - 09/09/2017), 24T56 (10/09/2017 - 25/11/2017)","23","9.33","1.53"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03A","3T56 24N12 (24/07/2017 - 09/09/2017), 24N12 (10/09/2017 - 25/11/2017)","13","9.24","1.56"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03B","5T56 24N12 (24/07/2017 - 09/09/2017), 24N12 (10/09/2017 - 25/11/2017)","18","9.37","1.41"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03C","7M34 24N12 (24/07/2017 - 09/09/2017), 24N12 (10/09/2017 - 25/11/2017)","9","9.18","1.85"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03D","7M56 24N12 (24/07/2017 - 09/09/2017), 24N12 (10/09/2017 - 25/11/2017)","14","8.97","2.51"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01A","46M12 (24/07/2017 - 06/08/2017), 46M12 2T34 (07/08/2017 - 23/09/2017), 46M12 (24/09/2017 - 26/11/2017)","19","9.16","1.44"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01B","46M12 (24/07/2017 - 06/08/2017), 46M12 3T34 (07/08/2017 - 23/09/2017), 46M12 (24/09/2017 - 26/11/2017)","26","9.23","1.53"
